Time,Body,Disp (x),Disp (y),Disp (z),Velo (x),Velo (y),Velo (z),Acce (x),Acce (y),Acce (z),L Total,L,E,Bound,Ecce
1.234e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.234e+08,Earth,1.78346e+10,1.46324e+11,-3.11252e+06,-30038.2,3397.29,-0.121001,-0.000725254,-0.00609162,6.76052e-07,2.69286e+40,2.66114e+40,-2.64803e+33,1,0.0173396
1.234e+08,Moon,1.80034e+10,1.45971e+11,3.60181e+06,-29114.3,3775.63,91.0511,-0.00187019,-0.00374591,-4.46286e-05,2.69286e+40,2.8581e+34,-3.82716e+28,1,-nan(ind)
1.235e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.235e+08,Earth,1.48273e+10,1.46634e+11,-3.12009e+06,-30104.2,2787.55,-0.0191512,-0.000594831,-0.00610263,1.34191e-06,2.69286e+40,2.66096e+40,-2.64838e+33,1,0.0172654
1.235e+08,Moon,1.5082e+10,1.46329e+11,1.23891e+07,-29321.3,3380.86,83.7874,-0.00224759,-0.00416417,-9.90981e-05,2.69286e+40,2.85076e+34,-3.84382e+28,1,-nan(ind)
1.236e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.236e+08,Earth,1.18141e+10,1.46882e+11,-3.11432e+06,-30157.2,2176.88,0.143577,-0.000465569,-0.0061101,1.89231e-06,2.69286e+40,2.66075e+40,-2.64881e+33,1,0.0171548
1.236e+08,Moon,1.21381e+10,1.46646e+11,2.01931e+07,-29559.6,2940.35,71.5406,-0.00249831,-0.00465478,-0.000144185,2.69286e+40,2.83951e+34,-3.8607e+28,1,-nan(ind)
1.237e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.237e+08,Earth,8.79631e+09,1.47069e+11,-3.08974e+06,-30197.4,1565.63,0.355399,-0.00033746,-0.00611439,2.32405e-06,2.69286e+40,2.66051e+40,-2.6493e+33,1,0.017015
1.237e+08,Moon,9.16941e+09,1.46915e+11,2.65631e+07,-29816.9,2448.44,55.2683,-0.00262787,-0.00518824,-0.000179628,2.69286e+40,2.82872e+34,-3.87427e+28,1,0.0583648
1.238e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.238e+08,Earth,5.7751e+09,1.47195e+11,-3.042e+06,-30224.7,954.105,0.60453,-0.000210476,-0.00611571,2.63887e-06,2.69286e+40,2.66026e+40,-2.64983e+33,1,0.016853
1.238e+08,Moon,6.1745e+09,1.47133e+11,3.11445e+07,-30081.4,1901.84,35.9285,-0.00264326,-0.00574628,-0.000205567,2.69286e+40,2.82243e+34,-3.88181e+28,1,0.0768304
1.239e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.239e+08,Earth,2.75178e+09,1.4726e+11,-2.96798e+06,-30239.5,342.588,0.879289,-8.46414e-05,-0.00611418,2.83617e-06,2.69286e+40,2.66e+40,-2.65036e+33,1,0.0166754
1.239e+08,Moon,3.15326e+09,1.47294e+11,3.36781e+07,-30341.9,1298.67,14.4704,-0.00254732,-0.00631803,-0.000221957,2.69286e+40,2.82207e+34,-3.88183e+28,1,0.0784306
1.24e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.24e+08,Earth,-2.72382e+08,1.47263e+11,-2.86569e+06,-30241.7,-268.639,1.16762,3.99328e-05,-0.00610991,2.90834e-06,2.69286e+40,2.65974e+40,-2.65089e+33,1,0.0164893
1.24e+08,Moon,1.06634e+08,1.47391e+11,3.40006e+07,-30587,638.012,-8.12586,-0.00233592,-0.00689454,-0.000228177,2.69286e+40,2.82616e+34,-3.87431e+28,1,0.072102
1.241e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.241e+08,Earth,-3.29615e+09,1.47206e+11,-2.73444e+06,-30231.5,-879.307,1.45624,0.000163049,-0.00610305,2.83879e-06,2.69286e+40,2.6595e+40,-2.65139e+33,1,0.0163025
1.241e+08,Moon,-2.96324e+09,1.4742e+11,3.20508e+07,-30804.8,-80.0242,-30.7819,-0.00199781,-0.00746265,-0.00022288,2.69286e+40,2.83196e+34,-3.86073e+28,1,0.0679211
1.242e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.242e+08,Earth,-6.31828e+09,1.47088e+11,-2.57494e+06,-30209.1,-1489.17,1.72984,0.000284458,-0.00609389,2.60349e-06,2.69286e+40,2.65928e+40,-2.65184e+33,1,0.0161244
1.242e+08,Moon,-6.05297e+09,1.47373e+11,2.78835e+07,-30981.8,-853.521,-52.2518,-0.0015177,-0.00799864,-0.000204112,2.69286e+40,2.83772e+34,-3.84389e+28,1,0.0701298
1.243e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.243e+08,Earth,-9.33757e+09,1.46908e+11,-2.38957e+06,-30174.7,-2098.02,1.97053,0.000403949,-0.00608291,2.17727e-06,2.69286e+40,2.6591e+40,-2.65221e+33,1,0.0159664
1.243e+08,Moon,-9.15775e+09,1.47247e+11,2.16882e+07,-31103.1,-1677.44,-71.0834,-0.000883363,-0.00846313,-0.000169827,2.69286e+40,2.84372e+34,-3.82747e+28,1,0.0705244
1.244e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.244e+08,Earth,-1.23528e+10,1.46668e+11,-2.18259e+06,-30128.4,-2705.71,2.15837,0.00052149,-0.00607081,1.5461e-06,2.69286e+40,2.65898e+40,-2.65246e+33,1,0.0158418
1.244e+08,Moon,-1.22712e+10,1.47036e+11,1.38088e+07,-31153.3,-2541.95,-85.6551,-9.69868e-05,-0.00880013,-0.000118884,2.69286e+40,2.85094e+34,-3.81533e+28,1,0.0555604
1.245e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.245e+08,Earth,-1.53629e+10,1.46367e+11,-1.96033e+06,-30070.4,-3312.17,2.27326,0.000637385,-0.00605837,7.23692e-07,2.69286e+40,2.65893e+40,-2.65258e+33,1,0.0157647
1.245e+08,Moon,-1.53856e+10,1.46738e+11,4.75393e+06,-31118.3,-3431.05,-94.3322,0.000811658,-0.00894426,-5.23974e-05,2.69286e+40,2.85839e+34,-3.81062e+28,1,-nan(ind)
1.246e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.246e+08,Earth,-1.83665e+10,1.46006e+11,-1.73094e+06,-30000.9,-3917.4,2.29845,0.000752382,-0.00604632,-2.34298e-07,2.69286e+40,2.65895e+40,-2.65252e+33,1,0.0157472
1.246e+08,Moon,-1.84917e+10,1.4635e+11,-4.81518e+06,-30989,-4322.42,-95.7559,0.00177693,-0.00883811,2.51086e-05,2.69286e+40,2.86219e+34,-3.81479e+28,1,-nan(ind)
1.247e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.247e+08,Earth,-2.13627e+10,1.45584e+11,-1.50394e+06,-29919.9,-4521.46,2.22505,0.000867607,-0.00603497,-1.22896e-06,2.69286e+40,2.65907e+40,-2.65229e+33,1,0.0157971
1.247e+08,Moon,-2.15802e+10,1.45874e+11,-1.41302e+07,-30764.2,-5189.37,-89.2009,0.00270228,-0.00845539,0.000105594,2.69286e+40,2.85857e+34,-3.82694e+28,1,-nan(ind)
1.248e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.248e+08,Earth,-2.43501e+10,1.45101e+11,-1.28915e+06,-29827.4,-5124.41,2.05548,0.000984309,-0.00602407,-2.13642e-06,2.69286e+40,2.65926e+40,-2.65189e+33,1,0.015914
1.248e+08,Moon,-2.46417e+10,1.45314e+11,-2.23949e+07,-30453.3,-6004.91,-74.8665,0.0034813,-0.00781799,0.000178988,2.69286e+40,2.84827e+34,-3.84384e+28,1,-nan(ind)
1.249e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.249e+08,Earth,-2.73277e+10,1.44559e+11,-1.09556e+06,-29723,-5726.26,1.80453,0.0011035,-0.00601276,-2.83982e-06,2.69286e+40,2.65952e+40,-2.65136e+33,1,0.0160891
1.249e+08,Moon,-2.76686e+10,1.44676e+11,-2.88833e+07,-30075.7,-6746.7,-53.9533,0.00402662,-0.00699554,0.000235791,2.69286e+40,2.83701e+34,-3.86075e+28,1,0.0324346
1.25e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.25e+08,Earth,-3.02943e+10,1.43956e+11,-930139,-29606.5,-6326.91,1.49701,0.0012257,-0.00599983,-3.25841e-06,2.69286e+40,2.65983e+40,-2.65074e+33,1,0.0163064
1.25e+08,Moon,-3.06555e+10,1.43968e+11,-3.30331e+07,-29657.4,-7401.06,-28.4803,0.00429135,-0.00608704,0.000269438,2.69286e+40,2.83056e+34,-3.87281e+28,1,0.0498365
1.251e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.251e+08,Earth,-3.32486e+10,1.43294e+11,-797032,-29477.7,-6926.13,1.16342,0.00135086,-0.00598402,-3.36062e-06,2.69286e+40,2.66015e+40,-2.65007e+33,1,0.0165455
1.251e+08,Moon,-3.35997e+10,1.43199e+11,-3.45099e+07,-29226.8,-7964.6,-0.925308,0.00427426,-0.00519568,0.000277361,2.69286e+40,2.83002e+34,-3.87661e+28,1,0.0434117
1.252e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.252e+08,Earth,-3.61895e+10,1.42571e+11,-697279,-29336.3,-7523.58,0.83502,0.00147849,-0.00596427,-3.16014e-06,2.69286e+40,2.66046e+40,-2.64943e+33,1,0.0167851
1.252e+08,Moon,-3.65013e+10,1.42378e+11,-3.32338e+07,-28810.8,-8443.63,26.1682,0.00401097,-0.00440922,0.000260674,2.69286e+40,2.83273e+34,-3.8711e+28,1,0.0374118
1.253e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.253e+08,Earth,-3.91155e+10,1.41789e+11,-628910,-29182,-8118.82,0.539979,0.0016078,-0.00593982,-2.70356e-06,2.69286e+40,2.66074e+40,-2.64885e+33,1,0.0170058
1.253e+08,Moon,-3.9363e+10,1.41512e+11,-2.93685e+07,-28430.9,-8852,50.5109,0.00356025,-0.00379043,0.000223164,2.69286e+40,2.83663e+34,-3.85783e+28,1,0.0455657
1.254e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.254e+08,Earth,-4.20254e+10,1.40947e+11,-587416,-29014.7,-8711.37,0.300696,0.00173787,-0.00591023,-2.05727e-06,2.69286e+40,2.66098e+40,-2.64837e+33,1,0.0171921
1.254e+08,Moon,-4.21892e+10,1.40609e+11,-2.32847e+07,-28102.7,-9208.48,70.2814,0.00299153,-0.00337503,0.000170226,2.69286e+40,2.84237e+34,-3.84036e+28,1,0.0507126
1.255e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.255e+08,Earth,-4.4918e+10,1.40047e+11,-566396,-28834.4,-9300.69,0.132417,0.00186778,-0.0058754,-1.29628e-06,2.69286e+40,2.66115e+40,-2.64801e+33,1,0.0173327
1.255e+08,Moon,-4.49856e+10,1.39672e+11,-1.55067e+07,-27834.3,-9534.12,84.2396,0.0023753,-0.00317319,0.000107961,2.69286e+40,2.85094e+34,-3.82314e+28,1,0.0323513
1.256e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.256e+08,Earth,-4.77919e+10,1.39087e+11,-558301,-28641.1,-9886.27,0.0428612,0.00199669,-0.00583549,-4.94675e-07,2.69286e+40,2.66125e+40,-2.64779e+33,1,0.0174214
1.256e+08,Moon,-4.77581e+10,1.38702e+11,-6.65207e+06,-27627.1,-9849.84,91.7578,0.00177531,-0.00317299,4.23909e-05,2.69286e+40,2.86066e+34,-3.81033e+28,1,-nan(ind)
1.257e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.257e+08,Earth,-5.06458e+10,1.3807e+11,-555169,-28435.1,-10467.6,0.0327386,0.00212392,-0.00579087,2.82773e-07,2.69286e+40,2.66129e+40,-2.64772e+33,1,0.0174563
1.257e+08,Moon,-5.05129e+10,1.37701e+11,2.62779e+06,-27477,-10174.5,92.7781,0.00124244,-0.00334571,-2.12167e-05,2.69286e+40,2.86725e+34,-3.80481e+28,1,-nan(ind)
1.258e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.258e+08,Earth,-5.34785e+10,1.36994e+11,-549268,-28216.4,-11044.3,0.0970212,0.00224897,-0.00574204,9.86772e-07,2.69286e+40,2.66126e+40,-2.64778e+33,1,0.0174393
1.258e+08,Moon,-5.32552e+10,1.36667e+11,1.17002e+07,-27375.3,-10523.5,87.7091,0.000811016,-0.00365306,-7.88537e-05,2.69286e+40,2.86693e+34,-3.80764e+28,1,-nan(ind)
1.259e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.259e+08,Earth,-5.62887e+10,1.35861e+11,-533584,-27985.4,-11615.9,0.226645,0.00237159,-0.0056895,1.58591e-06,2.69286e+40,2.66117e+40,-2.64797e+33,1,0.0173749
1.259e+08,Moon,-5.59892e+10,1.35595e+11,1.9991e+07,-27310.9,-10908.3,77.2877,0.000498735,-0.00405494,-0.000127966,2.69286e+40,2.85925e+34,-3.81802e+28,1,-nan(ind)
1.26e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.26e+08,Earth,-5.90751e+10,1.34671e+11,-502139,-27742.2,-12182.1,0.41024,0.00249165,-0.00563372,2.0649e-06,2.69286e+40,2.66103e+40,-2.64826e+33,1,0.0172695
1.26e+08,Moon,-5.87182e+10,1.34484e+11,2.70101e+07,-27271.5,-11336.5,62.4383,0.000309935,-0.00451584,-0.000167308,2.69286e+40,2.84735e+34,-3.83361e+28,1,0.0288602
1.261e+08,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.261e+08,Earth,-6.18367e+10,1.33425e+11,-450147,-27487.1,-12742.5,0.635521,0.00260914,-0.00557506,2.41968e-06,2.69286e+40,2.66084e+40,-2.64864e+33,1,0.0171298
1.261e+08,Moon,-6.14439e+10,1.33326e+11,3.23643e+07,-27244.9,-11812.6,44.1597,0.000240992,-0.00500843,-0.000196551,2.69286e+40,2.83573e+34,-3.85115e+28,1,0.0666007
1.262e+08,Sun,0,0,0,0,0,0,0,0,0,2.69287e+40,0,0,0,1
1.262e+08,Earth,-6.45722e+10,1.32123e+11,-374059,-27220.4,-13297,0.890097,0.00272409,-0.00551377,2.65118e-06,2.69287e+40,2.66062e+40,-2.64909e+33,1,0.0169631
1.262e+08,Moon,-6.41672e+10,1.32119e+11,3.57613e+07,-27219.5,-12338.6,23.4596,0.000286065,-0.005514,-0.000215771,2.69287e+40,2.82759e+34,-3.86712e+28,1,0.0777362
1.263e+08,Sun,0,0,0,0,0,0,0,0,0,2.69288e+40,0,0,0,1
1.263e+08,Earth,-6.72804e+10,1.30765e+11,-271561,-26942.4,-13845.2,1.16167,0.00283647,-0.00545003,2.75947e-06,2.69288e+40,2.66038e+40,-2.64959e+33,1,0.0167763
1.263e+08,Moon,-6.68875e+10,1.30857e+11,3.70088e+07,-27184,-12915.4,1.33753,0.000441899,-0.00602022,-0.000224972,2.69288e+40,2.82354e+34,-3.87836e+28,1,0.0775011
1.264e+08,Sun,0,0,0,0,0,0,0,0,0,2.69289e+40,0,0,0,1
1.264e+08,Earth,-6.99603e+10,1.29354e+11,-141574,-26653.2,-14386.9,1.43771,0.0029462,-0.00538399,2.73903e-06,2.69289e+40,2.66012e+40,-2.65013e+33,1,0.016577
1.264e+08,Moon,-6.96033e+10,1.29535e+11,3.60153e+07,-27127.3,-13542.4,-21.1872,0.000710965,-0.00651708,-0.000223708,2.69289e+40,2.82241e+34,-3.88265e+28,1,0.075531
1.265e+08,Sun,0,0,0,0,0,0,0,0,0,2.69289e+40,0,0,0,1
1.265e+08,Earth,-7.26107e+10,1.27888e+11,15683.4,-26353.2,-14921.9,1.70473,0.00305312,-0.00531584,2.57614e-06,2.69289e+40,2.65985e+40,-2.65068e+33,1,0.0163736
1.265e+08,Moon,-7.23119e+10,1.28147e+11,3.27944e+07,-27037.7,-14218.1,-43.018,0.00110245,-0.00699125,-0.000210861,2.69289e+40,2.82313e+34,-3.87906e+28,1,0.0781782
1.266e+08,Sun,0,0,0,0,0,0,0,0,0,2.6929e+40,0,0,0,1
1.266e+08,Earth,-7.52306e+10,1.2637e+11,198565,-26042.7,-15450,1.94745,0.003157,-0.00524591,2.24919e-06,2.6929e+40,2.65959e+40,-2.65122e+33,1,0.0161757
1.266e+08,Moon,-7.50093e+10,1.26689e+11,2.7476e+07,-26902.2,-14939.2,-62.9132,0.00163023,-0.0074196,-0.000184677,2.6929e+40,2.82616e+34,-3.86827e+28,1,0.082181
1.267e+08,Sun,0,0,0,0,0,0,0,0,0,2.69291e+40,0,0,0,1
1.267e+08,Earth,-7.78189e+10,1.24799e+11,403779,-25721.9,-15971.1,2.14824,0.00325763,-0.0051747,1.73399e-06,2.69291e+40,2.65934e+40,-2.65172e+33,1,0.0159954
1.267e+08,Moon,-7.76903e+10,1.25158e+11,2.03239e+07,-26706.6,-15699.3,-79.439,0.00230639,-0.00776275,-0.000143187,2.69291e+40,2.8329e+34,-3.85255e+28,1,0.077866
1.268e+08,Sun,0,0,0,0,0,0,0,0,0,2.69292e+40,0,0,0,1
1.268e+08,Earth,-8.03746e+10,1.23176e+11,626160,-25391.2,-16484.9,2.28741,0.003355,-0.00510298,1.01638e-06,2.69292e+40,2.65913e+40,-2.65215e+33,1,0.0158474
1.268e+08,Moon,-8.03481e+10,1.23549e+11,1.17539e+07,-26435.9,-16487,-90.9945,0.00312893,-0.00796198,-8.52432e-05,2.69292e+40,2.8434e+34,-3.83554e+28,1,0.0557288
1.269e+08,Sun,0,0,0,0,0,0,0,0,0,2.69293e+40,0,0,0,1
1.269e+08,Earth,-8.28968e+10,1.21502e+11,858543,-25051,-16991.7,2.34517,0.00344945,-0.00503165,1.12527e-07,2.69293e+40,2.65898e+40,-2.65247e+33,1,0.0157475
1.269e+08,Moon,-8.29745e+10,1.2186e+11,2.34459e+06,-26076.9,-17284.5,-95.9715,0.00406482,-0.0079452,-1.21565e-05,2.69293e+40,2.85419e+34,-3.82154e+28,1,-nan(ind)
1.27e+08,Sun,0,0,0,0,0,0,0,0,0,2.69294e+40,0,0,0,1
1.27e+08,Earth,-8.53845e+10,1.19778e+11,1.09195e+06,-24701.4,-17491.3,2.30579,0.0035419,-0.00496156,-9.10039e-07,2.69294e+40,2.6589e+40,-2.65263e+33,1,0.0157106
1.27e+08,Moon,-8.55603e+10,1.20092e+11,-7.17761e+06,-25621.7,-18066.6,-93.0907,0.00503607,-0.00764766,7.05823e-05,2.69294e+40,2.85956e+34,-3.81446e+28,1,-nan(ind)
1.271e+08,Sun,0,0,0,0,0,0,0,0,0,2.69295e+40,0,0,0,1
1.271e+08,Earth,-8.78368e+10,1.18004e+11,1.31625e+06,-24342.6,-17984,2.16322,0.00363377,-0.00489305,-1.92676e-06,2.69295e+40,2.65891e+40,-2.65261e+33,1,0.0157463
1.271e+08,Moon,-8.80957e+10,1.18248e+11,-1.59938e+07,-25072.4,-18803.7,-81.8594,0.00592315,-0.00704504,0.000152848,2.69295e+40,2.85627e+34,-3.81652e+28,1,-nan(ind)
1.272e+08,Sun,0,0,0,0,0,0,0,0,0,2.69295e+40,0,0,0,1
1.272e+08,Earth,-9.02527e+10,1.16181e+11,1.52141e+06,-23974.6,-18470,1.92575,0.00372662,-0.0048256,-2.78206e-06,2.69295e+40,2.65902e+40,-2.65239e+33,1,0.015855
1.272e+08,Moon,-9.05721e+10,1.16334e+11,-2.32922e+07,-24444.1,-19466.8,-62.9529,0.00659571,-0.00618107,0.000221992,2.69295e+40,2.84705e+34,-3.82728e+28,1,0.0519113
1.273e+08,Sun,0,0,0,0,0,0,0,0,0,2.69296e+40,0,0,0,1
1.273e+08,Earth,-9.26314e+10,1.1431e+11,1.699e+06,-23597.2,-18949.1,1.61667,0.00382154,-0.00475791,-3.34168e-06,2.69296e+40,2.65921e+40,-2.65199e+33,1,0.0160263
1.273e+08,Moon,-9.29828e+10,1.14358e+11,-2.83907e+07,-23763.6,-20034.8,-38.263,0.00695974,-0.00516561,0.000267102,2.69296e+40,2.83791e+34,-3.84359e+28,1,0.0697584
1.274e+08,Sun,0,0,0,0,0,0,0,0,0,2.69297e+40,0,0,0,1
1.274e+08,Earth,-9.49718e+10,1.12391e+11,1.84347e+06,-23210.2,-19421.5,1.26953,0.00391881,-0.00468831,-3.53942e-06,2.69297e+40,2.65947e+40,-2.65145e+33,1,0.0162408
1.274e+08,Moon,-9.53242e+10,1.12331e+11,-3.08428e+07,-23063.4,-20499.4,-10.5177,0.00699068,-0.00413812,0.000282794,2.69297e+40,2.83221e+34,-3.86052e+28,1,0.0670298
1.275e+08,Sun,0,0,0,0,0,0,0,0,0,2.69298e+40,0,0,0,1
1.275e+08,Earth,-9.72731e+10,1.10426e+11,1.95285e+06,-22813.4,-19886.7,0.920493,0.00401785,-0.00461532,-3.38785e-06,2.69298e+40,2.65977e+40,-2.65082e+33,1,0.0164757
1.275e+08,Moon,-9.75959e+10,1.10261e+11,-3.04908e+07,-22375.2,-20866,17.3443,0.0067312,-0.00322103,0.00027009,2.69298e+40,2.82908e+34,-3.87304e+28,1,0.0589164
1.276e+08,Sun,0,0,0,0,0,0,0,0,0,2.69299e+40,0,0,0,1
1.276e+08,Earth,-9.95342e+10,1.08414e+11,2.02858e+06,-22406.6,-20344.4,0.601411,0.00411762,-0.00453804,-2.9544e-06,2.69299e+40,2.66009e+40,-2.65017e+33,1,0.0167089
1.276e+08,Moon,-9.98004e+10,1.0816e+11,-2.74571e+07,-21724.1,-21149.9,42.7324,0.00626225,-0.0024919,0.000234472,2.69299e+40,2.8273e+34,-3.87762e+28,1,0.0595371
1.277e+08,Sun,0,0,0,0,0,0,0,0,0,2.693e+40,0,0,0,1
1.277e+08,Earth,-1.01754e+11,1.06357e+11,2.07493e+06,-21989.9,-20794.1,0.336121,0.004217,-0.00445613,-2.3271e-06,2.693e+40,2.6604e+40,-2.64954e+33,1,0.0169224
1.277e+08,Moon,-1.01942e+11,1.06034e+11,-2.20921e+07,-21126.8,-21371.7,63.7096,0.00567157,-0.00198199,0.000183096,2.693e+40,2.82831e+34,-3.87311e+28,1,0.0631934
1.278e+08,Sun,0,0,0,0,0,0,0,0,0,2.693e+40,0,0,0,1
1.278e+08,Earth,-1.03932e+11,1.04256e+11,2.09811e+06,-21563.3,-21235.4,0.139694,0.00431501,-0.00436965,-1.59027e-06,2.693e+40,2.66067e+40,-2.64898e+33,1,0.017103
1.278e+08,Moon,-1.04028e+11,1.03887e+11,-1.49038e+07,-20591.4,-21553.5,79.0506,0.005035,-0.0016896,0.000122816,2.693e+40,2.83443e+34,-3.8608e+28,1,0.0534589
1.279e+08,Sun,0,0,0,0,0,0,0,0,0,2.69301e+40,0,0,0,1
1.279e+08,Earth,-1.06066e+11,1.02111e+11,2.10542e+06,-21126.9,-21667.9,0.0194317,0.0044109,-0.0042789,-8.1427e-07,2.69301e+40,2.6609e+40,-2.64851e+33,1,0.0172422
1.279e+08,Moon,-1.06063e+11,1.01724e+11,-6.49023e+06,-20119.4,-21716.2,88.1619,0.004411,-0.00159467,5.93542e-05,2.69301e+40,2.84535e+34,-3.84381e+28,1,-nan(ind)
1.28e+08,Sun,0,0,0,0,0,0,0,0,0,2.69302e+40,0,0,0,1
1.28e+08,Earth,-1.08157e+11,9.99225e+10,2.10457e+06,-20681.2,-22091.1,-0.0236333,0.00450411,-0.00418427,-5.43372e-08,2.69302e+40,2.66108e+40,-2.64814e+33,1,0.0173355
1.28e+08,Moon,-1.08054e+11,9.95439e+10,2.5177e+06,-19707.4,-21878.1,90.9599,0.00384212,-0.0016687,-2.79981e-06,2.69302e+40,2.85722e+34,-3.82614e+28,1,-nan(ind)
1.281e+08,Sun,0,0,0,0,0,0,0,0,0,2.69303e+40,0,0,0,1
1.281e+08,Earth,-1.10202e+11,9.76926e+10,2.10314e+06,-20226.2,-22504.6,0.00669059,0.00459422,-0.00408619,6.47569e-07,2.69303e+40,2.6612e+40,-2.6479e+33,1,0.0173815
1.281e+08,Moon,-1.10006e+11,9.73474e+10,1.15013e+07,-19348.2,-22054.5,87.7543,0.00335813,-0.00187986,-6.02336e-05,2.69303e+40,2.8651e+34,-3.8117e+28,1,-nan(ind)
1.282e+08,Sun,0,0,0,0,0,0,0,0,0,2.69304e+40,0,0,0,1
1.282e+08,Earth,-1.12202e+11,9.54219e+10,2.10811e+06,-19762.4,-22908.2,0.102983,0.00468097,-0.00398513,1.26091e-06,2.69304e+40,2.66126e+40,-2.64779e+33,1,0.0173811
1.282e+08,Moon,-1.11925e+11,9.51321e+10,1.98883e+07,-19032.3,-22257.5,79.1488,0.00297832,-0.00219563,-0.000110464,2.69304e+40,2.86623e+34,-3.80351e+28,1,-nan(ind)
1.283e+08,Sun,0,0,0,0,0,0,0,0,0,2.69304e+40,0,0,0,1
1.283e+08,Earth,-1.14155e+11,9.31113e+10,2.1256e+06,-19290.1,-23301.6,0.255288,0.00476419,-0.0038815,1.76533e-06,2.69304e+40,2.66125e+40,-2.6478e+33,1,0.0173374
1.283e+08,Moon,-1.13814e+11,9.28947e+10,2.71779e+07,-18748.8,-22496.1,65.9532,0.00271314,-0.00258467,-0.000151834,2.69304e+40,2.86133e+34,-3.80311e+28,1,-nan(ind)
1.284e+08,Sun,0,0,0,0,0,0,0,0,0,2.69305e+40,0,0,0,1
1.284e+08,Earth,-1.1606e+11,9.07619e+10,2.16065e+06,-18809.7,-23684.4,0.452072,0.0048438,-0.00377571,2.14934e-06,2.69305e+40,2.6612e+40,-2.64792e+33,1,0.017255
1.284e+08,Moon,-1.15675e+11,9.06315e+10,3.29572e+07,-18485.8,-22776,49.1055,0.00256589,-0.00301872,-0.000183409,2.69305e+40,2.85338e+34,-3.81046e+28,1,0.0515327
1.285e+08,Sun,0,0,0,0,0,0,0,0,0,2.69306e+40,0,0,0,1
1.285e+08,Earth,-1.17916e+11,8.83748e+10,2.21709e+06,-18321.5,-24056.6,0.681013,0.00491981,-0.00366811,2.40822e-06,2.69306e+40,2.66108e+40,-2.64815e+33,1,0.0171392
1.285e+08,Moon,-1.17511e+11,8.8338e+10,3.69107e+07,-18231.7,-23100.6,29.6082,0.0025349,-0.00347403,-0.000204808,2.69306e+40,2.84527e+34,-3.82401e+28,1,0.0692186
1.286e+08,Sun,0,0,0,0,0,0,0,0,0,2.69307e+40,0,0,0,1
1.286e+08,Earth,-1.19724e+11,8.5951e+10,2.29751e+06,-17825.8,-24418,0.929536,0.00499221,-0.00355896,2.5411e-06,2.69307e+40,2.66093e+40,-2.64848e+33,1,0.0169964
1.286e+08,Moon,-1.19322e+11,8.60098e+10,3.88246e+07,-17975.1,-23470.9,8.48408,0.00261649,-0.0039319,-0.000215955,2.69307e+40,2.8382e+34,-3.84104e+28,1,0.072919
1.287e+08,Sun,0,0,0,0,0,0,0,0,0,2.69307e+40,0,0,0,1
1.287e+08,Earth,-1.21481e+11,8.34916e+10,2.40323e+06,-17323.1,-24768.4,1.18502,0.00506101,-0.00344851,2.54732e-06,2.69307e+40,2.66073e+40,-2.64889e+33,1,0.0168329
1.287e+08,Moon,-1.21106e+11,8.36423e+10,3.85875e+07,-17704.7,-23886.6,-13.2403,0.00280791,-0.0043778,-0.0002168,2.69307e+40,2.83186e+34,-3.85825e+28,1,0.0729379
